id,comment,sentiment,topic,source,post_id,user_name
3892,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,public_reaction,twitter,post_3892,user_3892
3893,The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,public_reaction,forum,post_3893,user_3893
3894,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,media,youtube,post_3894,user_3894
3895,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,security,twitter,post_3895,user_3895
3896,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,security,forum,post_3896,user_3896
3897,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,security,forum,post_3897,user_3897
3898,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,public_reaction,facebook,post_3898,user_3898
3899,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,media,twitter,post_3899,user_3899
3900,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,public_reaction,forum,post_3900,user_3900
3901,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,public_reaction,twitter,post_3901,user_3901
3902,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,facebook,post_3902,user_3902
3903,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,media,twitter,post_3903,user_3903
3904,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,twitter,post_3904,user_3904
3905,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,media,youtube,post_3905,user_3905
3906,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,security,forum,post_3906,user_3906
3907,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,security,twitter,post_3907,user_3907
3908,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,youtube,post_3908,user_3908
3909,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,security,twitter,post_3909,user_3909
3910,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,media,twitter,post_3910,user_3910
3911,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,media,forum,post_3911,user_3911
3912,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,twitter,post_3912,user_3912
3913,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,public_reaction,forum,post_3913,user_3913
3914,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,security,facebook,post_3914,user_3914
3915,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,media,youtube,post_3915,user_3915
